gender,age,category,quantity,price
Female,36,Clothing,2,600.16
Female,35,Cosmetics,2,81.32
Female,28,Cosmetics,1,40.66
Female,66,Clothing,5,1500.4
Female,47,Clothing,2,600.16
Female,66,Toys,2,71.68
Female,55,Clothing,3,900.24
Female,48,Food & Beverage,5,26.15
Male,19,Clothing,4,1200.32
Female,57,Clothing,4,1200.32
Female,69,Clothing,2,600.16
Female,58,Toys,3,107.52
Female,23,Clothing,4,1200.32
Male,65,Clothing,5,1500.4
Female,66,Cosmetics,3,121.98
Female,67,Clothing,3,900.24
Female,66,Clothing,2,600.16
Female,24,Clothing,5,1500.4
Female,21,Cosmetics,5,203.3
Male,31,Shoes,3,1800.51
Female,43,Food & Beverage,2,10.46
Female,51,Food & Beverage,2,10.46
Male,57,Shoes,5,3000.85
Male,50,Technology,1,1050
Male,61,Food & Beverage,2,10.46
Female,26,Clothing,2,600.16
Female,21,Shoes,1,600.17
Male,62,Shoes,3,1800.51
Male,63,Cosmetics,5,203.3
Female,62,Shoes,5,3000.85
Male,42,Cosmetics,3,121.98
Female,28,Cosmetics,5,203.3
Female,38,Cosmetics,2,81.32
Female,43,Shoes,1,600.17
Female,46,Books,1,15.15
Male,34,Cosmetics,3,121.98
Male,67,Souvenir,2,23.46
Female,22,Souvenir,5,58.65
Male,34,Clothing,2,600.16
Female,53,Technology,2,2100
Female,64,Cosmetics,3,121.98
Female,34,Clothing,5,1500.4
Female,62,Shoes,5,3000.85
Female,34,Clothing,1,300.08
Female,22,Books,5,75.75
Female,27,Toys,3,107.52
Female,64,Toys,5,179.2
Female,45,Books,5,75.75
Female,53,Technology,3,3150
Female,24,Books,1,15.15
Male,37,Technology,2,2100
Male,44,Shoes,4,2400.68
Male,19,Shoes,2,1200.34
Female,26,Clothing,5,1500.4
Female,28,Cosmetics,3,121.98
Female,46,Cosmetics,1,40.66
Male,29,Souvenir,2,23.46
Female,22,Cosmetics,1,40.66
Female,28,Food & Beverage,1,5.23
Male,44,Shoes,5,3000.85
Male,47,Shoes,2,1200.34
Male,56,Shoes,5,3000.85
Male,40,Technology,5,5250
Female,34,Clothing,1,300.08
Female,58,Cosmetics,4,162.64
Female,50,Clothing,3,900.24
Female,27,Cosmetics,4,162.64
Female,54,Clothing,4,1200.32
Female,48,Clothing,5,1500.4
Female,43,Clothing,2,600.16
Female,29,Souvenir,1,11.73
Male,28,Clothing,2,600.16
Male,44,Clothing,3,900.24
Female,23,Cosmetics,1,40.66
Female,36,Cosmetics,1,40.66
Male,54,Toys,4,143.36
Female,63,Shoes,4,2400.68
Female,56,Food & Beverage,4,20.92
Female,52,Food & Beverage,4,20.92
Female,45,Cosmetics,4,162.64
Male,19,Shoes,2,1200.34
Female,39,Food & Beverage,5,26.15
Female,36,Cosmetics,5,203.3
Male,18,Clothing,3,900.24
Female,66,Food & Beverage,1,5.23
Female,32,Souvenir,1,11.73
Male,53,Clothing,2,600.16
Female,26,Toys,2,71.68
Male,54,Clothing,3,900.24
Female,45,Toys,3,107.52
Female,42,Clothing,5,1500.4
Female,24,Food & Beverage,4,20.92
Female,20,Clothing,5,1500.4
Female,65,Food & Beverage,1,5.23
Male,43,Cosmetics,2,81.32
Male,41,Cosmetics,4,162.64
Female,46,Clothing,5,1500.4
Male,61,Toys,4,143.36
Female,57,Shoes,4,2400.68
Female,62,Toys,2,71.68
Female,41,Food & Beverage,3,15.69
Male,29,Food & Beverage,2,10.46
Male,36,Clothing,1,300.08
Male,21,Food & Beverage,4,20.92
Male,51,Technology,2,2100
Female,66,Cosmetics,1,40.66
Female,65,Clothing,1,300.08
Male,39,Technology,4,4200
Female,47,Cosmetics,3,121.98
Male,68,Shoes,1,600.17
Female,58,Books,1,15.15
Female,30,Clothing,2,600.16
Female,28,Toys,1,35.84
Female,32,Shoes,3,1800.51
Female,18,Shoes,2,1200.34
Male,47,Toys,5,179.2
Female,52,Clothing,1,300.08
Female,59,Books,5,75.75
Female,56,Clothing,2,600.16
Male,20,Cosmetics,3,121.98
Female,43,Clothing,3,900.24
Female,44,Clothing,2,600.16
Female,48,Clothing,1,300.08
Male,31,Clothing,2,600.16
Male,42,Cosmetics,2,81.32
Female,31,Toys,2,71.68
Female,38,Clothing,2,600.16
Female,40,Clothing,2,600.16
Male,25,Clothing,5,1500.4
Male,49,Technology,1,1050
Female,65,Toys,3,107.52
Male,48,Books,4,60.6
Female,29,Cosmetics,2,81.32
Female,18,Clothing,5,1500.4
Male,41,Food & Beverage,1,5.23
Female,62,Clothing,5,1500.4
Female,54,Shoes,5,3000.85
Female,35,Cosmetics,5,203.3
Male,29,Souvenir,2,23.46
Female,38,Toys,2,71.68
Female,21,Shoes,4,2400.68
Female,20,Food & Beverage,3,15.69
Female,61,Toys,5,179.2
Male,56,Clothing,2,600.16
Female,22,Shoes,5,3000.85
Male,60,Cosmetics,1,40.66
Female,33,Cosmetics,5,203.3
Female,53,Cosmetics,3,121.98
Female,21,Toys,2,71.68
Female,65,Toys,1,35.84
Male,22,Clothing,4,1200.32
Female,56,Clothing,4,1200.32
Female,25,Clothing,1,300.08
Male,65,Clothing,5,1500.4
Male,67,Shoes,2,1200.34
Female,67,Clothing,2,600.16
Female,39,Food & Beverage,5,26.15
Female,45,Shoes,5,3000.85
Female,21,Clothing,1,300.08
Female,34,Souvenir,4,46.92
Male,50,Books,5,75.75
Male,29,Shoes,2,1200.34
Male,38,Souvenir,1,11.73
Female,62,Cosmetics,4,162.64
Female,26,Clothing,3,900.24
Female,60,Shoes,3,1800.51
Male,37,Cosmetics,1,40.66
Male,51,Shoes,5,3000.85
Female,45,Cosmetics,2,81.32
Male,68,Clothing,4,1200.32
Male,58,Books,5,75.75
Female,49,Clothing,2,600.16
Female,28,Food & Beverage,2,10.46
Female,41,Clothing,1,300.08
Male,52,Food & Beverage,3,15.69
Male,65,Clothing,1,300.08
Female,69,Souvenir,1,11.73
Male,60,Food & Beverage,3,15.69
Female,24,Cosmetics,5,203.3
Female,68,Toys,3,107.52
Male,56,Toys,5,179.2
Male,28,Clothing,2,600.16
Female,57,Shoes,1,600.17
Female,53,Food & Beverage,4,20.92
Female,20,Food & Beverage,5,26.15
Male,51,Clothing,1,300.08
Female,39,Books,2,30.3
Male,65,Souvenir,1,11.73
Female,49,Cosmetics,2,81.32
Female,36,Cosmetics,4,162.64
Male,68,Technology,1,1050
Male,35,Toys,3,107.52
Female,52,Toys,2,71.68
Female,41,Shoes,1,600.17
Male,69,Food & Beverage,1,5.23
Male,33,Food & Beverage,3,15.69
Female,29,Clothing,2,600.16
Female,58,Food & Beverage,3,15.69
Female,68,Shoes,1,600.17
Male,19,Shoes,1,600.17
Male,50,Cosmetics,1,40.66
Female,27,Clothing,3,900.24
Female,61,Food & Beverage,4,20.92
Male,43,Clothing,5,1500.4
Female,68,Souvenir,4,46.92
Female,41,Cosmetics,4,162.64
Male,50,Clothing,2,600.16
Female,26,Food & Beverage,4,20.92
Female,52,Toys,4,143.36
Male,69,Clothing,5,1500.4
Male,61,Shoes,4,2400.68
Male,55,Clothing,5,1500.4
Male,37,Cosmetics,2,81.32
Female,65,Shoes,2,1200.34
Male,31,Technology,3,3150
Female,25,Cosmetics,3,121.98
Female,19,Cosmetics,5,203.3
Female,44,Shoes,4,2400.68
Male,33,Food & Beverage,2,10.46
Female,57,Clothing,1,300.08
Female,62,Shoes,3,1800.51
Male,57,Souvenir,3,35.19
Male,41,Clothing,5,1500.4
Female,31,Food & Beverage,5,26.15
Female,19,Food & Beverage,4,20.92
Female,39,Toys,5,179.2
Female,56,Clothing,5,1500.4
Female,23,Cosmetics,5,203.3
Male,51,Food & Beverage,1,5.23
Female,40,Food & Beverage,3,15.69
Female,26,Technology,1,1050
Female,50,Cosmetics,2,81.32
Male,52,Clothing,1,300.08
Female,36,Clothing,2,600.16
Male,65,Souvenir,3,35.19
Female,66,Food & Beverage,3,15.69
Male,66,Cosmetics,3,121.98
Female,56,Souvenir,4,46.92
Female,19,Toys,5,179.2
Male,46,Cosmetics,4,162.64
Female,60,Toys,1,35.84
Female,40,Clothing,5,1500.4
Female,43,Shoes,1,600.17
Female,49,Clothing,1,300.08
Female,33,Clothing,2,600.16
Female,32,Clothing,5,1500.4
Female,44,Cosmetics,3,121.98
Female,57,Clothing,1,300.08
Female,49,Clothing,2,600.16
Male,24,Food & Beverage,5,26.15
Female,52,Food & Beverage,1,5.23
Female,26,Toys,4,143.36
Female,31,Food & Beverage,5,26.15
Female,55,Clothing,3,900.24
Female,29,Clothing,5,1500.4
Male,35,Clothing,3,900.24
Female,42,Clothing,1,300.08
Female,43,Food & Beverage,3,15.69
Female,66,Shoes,4,2400.68
Female,57,Cosmetics,2,81.32
Male,50,Clothing,5,1500.4
Male,35,Clothing,2,600.16
Female,64,Shoes,5,3000.85
Female,33,Technology,1,1050
Male,66,Technology,2,2100
Male,42,Food & Beverage,3,15.69
Female,38,Books,5,75.75
Female,47,Food & Beverage,5,26.15
Female,47,Clothing,5,1500.4
Female,46,Shoes,4,2400.68
Male,57,Clothing,5,1500.4
Female,46,Toys,5,179.2
Female,29,Cosmetics,2,81.32
Female,32,Clothing,4,1200.32
Male,26,Shoes,2,1200.34
Male,67,Clothing,3,900.24
Male,44,Toys,5,179.2
Female,20,Clothing,2,600.16
Male,36,Cosmetics,1,40.66
Female,25,Toys,3,107.52
Female,40,Food & Beverage,4,20.92
Male,29,Cosmetics,4,162.64
Male,35,Clothing,1,300.08
Male,18,Clothing,2,600.16
Female,31,Clothing,5,1500.4
Female,65,Books,2,30.3
Female,43,Clothing,4,1200.32
Female,32,Clothing,2,600.16
Male,48,Cosmetics,4,162.64
Female,45,Clothing,1,300.08
Female,41,Food & Beverage,4,20.92
Female,61,Food & Beverage,2,10.46
Female,54,Toys,1,35.84
Female,34,Cosmetics,3,121.98
Male,57,Clothing,2,600.16
Female,57,Cosmetics,2,81.32
Male,24,Toys,5,179.2
Female,46,Clothing,2,600.16
Female,46,Clothing,3,900.24
Female,52,Food & Beverage,2,10.46
Male,20,Shoes,2,1200.34
Female,24,Toys,4,143.36
Male,25,Clothing,3,900.24
Male,51,Clothing,4,1200.32
Male,42,Clothing,4,1200.32
Male,40,Cosmetics,4,162.64
Male,65,Shoes,5,3000.85
Male,33,Clothing,3,900.24
Female,28,Clothing,4,1200.32
Male,48,Technology,4,4200
Male,36,Clothing,3,900.24
Male,21,Clothing,3,900.24
Female,30,Cosmetics,3,121.98
Female,18,Clothing,5,1500.4
Female,61,Shoes,3,1800.51
Male,48,Souvenir,5,58.65
Female,69,Clothing,4,1200.32
Male,66,Technology,3,3150
Female,30,Cosmetics,1,40.66
Female,63,Shoes,4,2400.68
Female,36,Clothing,2,600.16
Female,19,Cosmetics,5,203.3
Female,42,Shoes,4,2400.68
Female,68,Toys,4,143.36
Male,66,Food & Beverage,2,10.46
Female,59,Clothing,4,1200.32
Male,23,Shoes,3,1800.51
Female,63,Souvenir,2,23.46
Female,47,Clothing,1,300.08
Female,54,Food & Beverage,4,20.92
Female,30,Cosmetics,1,40.66
Male,58,Food & Beverage,2,10.46
Female,23,Technology,3,3150
Male,65,Toys,4,143.36
Male,67,Clothing,1,300.08
Male,60,Shoes,5,3000.85
Male,49,Souvenir,2,23.46
Female,61,Food & Beverage,4,20.92
Female,47,Clothing,3,900.24
Male,36,Cosmetics,4,162.64
Male,59,Clothing,4,1200.32
Female,68,Technology,5,5250
Female,19,Shoes,3,1800.51
Female,60,Toys,1,35.84
Male,62,Food & Beverage,5,26.15
Female,44,Clothing,1,300.08
Male,68,Food & Beverage,2,10.46
Female,66,Clothing,4,1200.32
Female,18,Cosmetics,5,203.3
Male,24,Cosmetics,3,121.98
Female,69,Clothing,2,600.16
Male,64,Clothing,1,300.08
Female,66,Clothing,4,1200.32
Female,18,Clothing,4,1200.32
Male,53,Food & Beverage,2,10.46
Male,69,Souvenir,2,23.46
Female,55,Clothing,4,1200.32
Female,50,Toys,3,107.52
Female,18,Food & Beverage,3,15.69
Female,27,Clothing,2,600.16
Male,35,Clothing,3,900.24
Female,63,Cosmetics,4,162.64
Male,45,Food & Beverage,4,20.92
Male,27,Food & Beverage,3,15.69
Female,34,Clothing,3,900.24
Female,50,Food & Beverage,3,15.69
Male,65,Toys,4,143.36
Female,45,Food & Beverage,3,15.69
Male,19,Toys,4,143.36
Female,52,Food & Beverage,5,26.15
Female,64,Toys,3,107.52
Male,29,Clothing,3,900.24
Male,50,Souvenir,3,35.19
Female,51,Shoes,3,1800.51
Female,22,Technology,4,4200
Male,41,Food & Beverage,4,20.92
Male,54,Clothing,4,1200.32
Female,42,Technology,4,4200
Male,54,Cosmetics,5,203.3
Male,55,Technology,3,3150
Female,67,Toys,4,143.36
Female,42,Clothing,1,300.08
Female,52,Clothing,5,1500.4
Male,36,Food & Beverage,5,26.15
Male,65,Cosmetics,2,81.32
Male,49,Clothing,4,1200.32
Female,27,Souvenir,3,35.19
Male,53,Toys,4,143.36
Female,53,Cosmetics,3,121.98
Male,33,Cosmetics,2,81.32
Female,43,Food & Beverage,4,20.92
Female,33,Clothing,2,600.16
Male,33,Cosmetics,5,203.3
Male,37,Clothing,4,1200.32
Female,55,Clothing,4,1200.32
Female,22,Shoes,3,1800.51
Female,19,Clothing,1,300.08
Male,41,Clothing,1,300.08
Male,25,Technology,5,5250
Female,68,Clothing,2,600.16
Male,18,Food & Beverage,3,15.69
Male,21,Food & Beverage,5,26.15
Female,66,Cosmetics,5,203.3
Male,66,Cosmetics,1,40.66
Female,25,Toys,2,71.68
Male,51,Books,4,60.6
Female,27,Souvenir,4,46.92
Male,26,Food & Beverage,4,20.92
Female,27,Cosmetics,4,162.64
Female,27,Shoes,1,600.17
Female,51,Food & Beverage,5,26.15
Male,34,Clothing,2,600.16
Female,53,Cosmetics,4,162.64
Male,39,Cosmetics,4,162.64
Female,59,Clothing,4,1200.32
Male,58,Cosmetics,2,81.32
Female,40,Cosmetics,4,162.64
Female,58,Books,1,15.15
Male,68,Clothing,5,1500.4
Male,30,Shoes,2,1200.34
Male,67,Food & Beverage,4,20.92
Female,22,Technology,4,4200
Female,58,Shoes,1,600.17
Female,60,Toys,3,107.52
Female,66,Books,3,45.45
Male,51,Clothing,4,1200.32
Male,23,Cosmetics,3,121.98
Male,51,Technology,2,2100
Female,32,Clothing,4,1200.32
Male,53,Shoes,5,3000.85
Female,41,Clothing,1,300.08
Male,26,Food & Beverage,5,26.15
Female,18,Shoes,3,1800.51
Female,23,Cosmetics,4,162.64
Male,64,Cosmetics,5,203.3
Male,55,Food & Beverage,3,15.69
Female,24,Food & Beverage,3,15.69
Female,41,Clothing,5,1500.4
Male,56,Cosmetics,5,203.3
Female,56,Clothing,5,1500.4
Female,68,Toys,3,107.52
Female,20,Clothing,5,1500.4
Female,20,Clothing,1,300.08
Male,65,Clothing,3,900.24
Female,59,Souvenir,3,35.19
Female,63,Food & Beverage,5,26.15
Male,41,Clothing,1,300.08
Female,61,Clothing,4,1200.32
Female,22,Food & Beverage,5,26.15
Male,68,Shoes,5,3000.85
Male,20,Food & Beverage,5,26.15
Female,25,Clothing,3,900.24
Female,59,Shoes,5,3000.85
Female,48,Food & Beverage,3,15.69
Female,25,Clothing,3,900.24
Male,40,Clothing,1,300.08
Female,68,Clothing,2,600.16
Male,52,Cosmetics,5,203.3
Female,29,Clothing,4,1200.32
Female,54,Clothing,5,1500.4
Female,38,Food & Beverage,3,15.69
Female,52,Cosmetics,2,81.32
Male,22,Souvenir,5,58.65
Female,41,Clothing,1,300.08
Female,45,Clothing,2,600.16
Female,67,Clothing,3,900.24
Male,69,Clothing,1,300.08
Female,34,Clothing,3,900.24
Male,21,Toys,4,143.36
Female,39,Toys,1,35.84
Female,60,Cosmetics,1,40.66
Male,40,Clothing,1,300.08
Female,28,Books,4,60.6
Female,22,Clothing,1,300.08
Female,62,Clothing,2,600.16
Male,64,Cosmetics,3,121.98
Female,45,Shoes,4,2400.68
Female,46,Technology,3,3150
Male,37,Clothing,3,900.24
Male,40,Technology,1,1050
Male,68,Clothing,4,1200.32
Male,69,Clothing,1,300.08
Female,40,Toys,4,143.36
Male,29,Shoes,2,1200.34
Male,62,Toys,1,35.84
Male,28,Clothing,5,1500.4
Female,19,Food & Beverage,4,20.92
Female,28,Clothing,2,600.16
Female,55,Books,4,60.6
Male,52,Toys,2,71.68
Male,58,Clothing,4,1200.32
Male,26,Shoes,2,1200.34
Male,45,Food & Beverage,4,20.92
Male,34,Clothing,2,600.16
Male,65,Clothing,5,1500.4
Male,53,Clothing,5,1500.4
Female,33,Food & Beverage,5,26.15
Male,67,Clothing,1,300.08
Female,45,Souvenir,1,11.73
Female,63,Shoes,5,3000.85
Male,52,Clothing,3,900.24
Female,49,Cosmetics,1,40.66
Male,24,Food & Beverage,1,5.23
Female,62,Cosmetics,5,203.3
Female,45,Cosmetics,3,121.98
Female,51,Clothing,4,1200.32
Female,43,Souvenir,2,23.46
Female,52,Clothing,2,600.16
Female,35,Clothing,4,1200.32
Male,49,Shoes,5,3000.85
Female,65,Toys,1,35.84
Female,43,Cosmetics,3,121.98
Female,65,Cosmetics,4,162.64
Female,63,Books,5,75.75
Female,31,Books,2,30.3
Female,23,Clothing,5,1500.4
Female,61,Souvenir,3,35.19
Female,52,Clothing,2,600.16
Female,62,Cosmetics,4,162.64
Female,59,Shoes,1,600.17
Female,28,Books,1,15.15
Male,26,Toys,4,143.36
Female,25,Books,4,60.6
Male,36,Clothing,2,600.16
Female,31,Food & Beverage,3,15.69
Male,68,Clothing,3,900.24
Male,46,Cosmetics,3,121.98
Female,43,Toys,3,107.52
Female,26,Food & Beverage,1,5.23
Male,32,Cosmetics,2,81.32
Female,62,Food & Beverage,2,10.46
Female,51,Clothing,4,1200.32
Male,61,Shoes,5,3000.85
Male,53,Cosmetics,1,40.66
Male,56,Souvenir,3,35.19
Female,26,Clothing,5,1500.4
Female,33,Clothing,3,900.24
Male,38,Clothing,4,1200.32
Male,21,Toys,3,107.52
Female,65,Souvenir,4,46.92
Female,66,Clothing,2,600.16
Male,41,Clothing,5,1500.4
Male,33,Shoes,4,2400.68
Female,25,Souvenir,3,35.19
Female,68,Shoes,3,1800.51
Female,68,Toys,1,35.84
Female,27,Clothing,3,900.24
Male,66,Cosmetics,4,162.64
Female,56,Shoes,4,2400.68
Female,31,Clothing,3,900.24
Female,60,Food & Beverage,3,15.69
Male,29,Clothing,2,600.16
Male,46,Toys,4,143.36
Female,25,Souvenir,2,23.46
Female,34,Clothing,5,1500.4
Male,19,Clothing,1,300.08
Male,19,Shoes,2,1200.34
Female,30,Clothing,5,1500.4
Male,38,Cosmetics,3,121.98
Female,40,Souvenir,2,23.46
Male,57,Food & Beverage,1,5.23
Male,58,Toys,2,71.68
Female,21,Clothing,1,300.08
Female,20,Clothing,5,1500.4
Female,35,Clothing,3,900.24
Male,18,Cosmetics,5,203.3
Male,20,Clothing,3,900.24
Female,33,Cosmetics,3,121.98
Female,38,Cosmetics,3,121.98
Male,64,Clothing,1,300.08
Male,61,Cosmetics,3,121.98
Female,30,Technology,1,1050
Female,20,Shoes,2,1200.34
Female,61,Clothing,1,300.08
Male,67,Clothing,4,1200.32
Male,23,Clothing,4,1200.32
Male,33,Toys,5,179.2
Female,24,Toys,4,143.36
Female,25,Souvenir,2,23.46
Female,46,Clothing,5,1500.4
Male,51,Clothing,1,300.08
Male,56,Food & Beverage,1,5.23
Female,28,Clothing,2,600.16
Female,61,Clothing,3,900.24
Male,28,Clothing,4,1200.32
Female,54,Toys,1,35.84
Male,45,Clothing,4,1200.32
Female,31,Clothing,1,300.08
Male,25,Technology,2,2100
Male,64,Technology,5,5250
Male,66,Food & Beverage,4,20.92
Female,26,Souvenir,2,23.46
Male,23,Clothing,1,300.08
Female,50,Books,5,75.75
Male,43,Clothing,3,900.24
Female,53,Technology,5,5250
Female,69,Books,4,60.6
Female,65,Toys,1,35.84
Male,39,Cosmetics,5,203.3
Female,52,Souvenir,2,23.46
Female,67,Souvenir,5,58.65
Male,33,Shoes,5,3000.85
Male,24,Clothing,4,1200.32
Female,46,Clothing,1,300.08
Male,53,Technology,3,3150
Male,24,Clothing,5,1500.4
Female,44,Clothing,5,1500.4
Female,65,Food & Beverage,4,20.92
Male,42,Cosmetics,4,162.64
Female,45,Cosmetics,3,121.98
Female,68,Toys,1,35.84
Female,43,Clothing,5,1500.4
Female,37,Food & Beverage,3,15.69
Male,39,Clothing,4,1200.32
Male,68,Toys,4,143.36
Male,24,Clothing,2,600.16
Female,26,Clothing,2,600.16
Female,67,Food & Beverage,4,20.92
Female,46,Clothing,3,900.24
Male,18,Technology,5,5250
Male,54,Shoes,1,600.17
Male,39,Clothing,1,300.08
Female,47,Clothing,4,1200.32
Female,37,Clothing,4,1200.32
Male,33,Clothing,3,900.24
Female,57,Clothing,3,900.24
Male,56,Shoes,3,1800.51
Female,51,Books,4,60.6
Male,23,Food & Beverage,2,10.46
Female,60,Clothing,3,900.24
Female,60,Shoes,1,600.17
Female,24,Clothing,1,300.08
Male,36,Cosmetics,5,203.3
Female,45,Souvenir,1,11.73
Female,43,Clothing,5,1500.4
Male,41,Toys,4,143.36
Female,22,Clothing,3,900.24
Female,21,Technology,1,1050
Female,26,Food & Beverage,3,15.69
Female,18,Cosmetics,3,121.98
Male,37,Cosmetics,2,81.32
Female,69,Cosmetics,1,40.66
Male,49,Clothing,4,1200.32
Female,26,Cosmetics,2,81.32
Female,49,Cosmetics,1,40.66
Female,64,Clothing,3,900.24
Female,69,Clothing,2,600.16
Female,47,Clothing,1,300.08
Male,25,Toys,2,71.68
Female,37,Food & Beverage,2,10.46
Male,22,Books,2,30.3
Female,33,Cosmetics,4,162.64
Female,57,Clothing,4,1200.32
Male,62,Clothing,1,300.08
Female,56,Clothing,4,1200.32
Female,23,Clothing,3,900.24
Female,32,Clothing,5,1500.4
Male,24,Clothing,5,1500.4
Male,59,Toys,2,71.68
Female,58,Clothing,3,900.24
Male,65,Food & Beverage,2,10.46
Female,41,Clothing,4,1200.32
Female,45,Toys,5,179.2
Male,21,Toys,4,143.36
Female,48,Clothing,3,900.24
Female,40,Toys,1,35.84
Female,24,Clothing,5,1500.4
Female,50,Shoes,2,1200.34
Female,63,Clothing,1,300.08
Female,34,Clothing,4,1200.32
Female,56,Food & Beverage,3,15.69
Female,45,Technology,1,1050
Male,50,Cosmetics,3,121.98
Female,44,Food & Beverage,5,26.15
Female,35,Clothing,1,300.08
Male,40,Books,1,15.15
Female,68,Clothing,1,300.08
Male,59,Cosmetics,1,40.66
Female,51,Clothing,3,900.24
Female,41,Books,4,60.6
Male,34,Food & Beverage,4,20.92
Male,24,Shoes,5,3000.85
Female,31,Shoes,2,1200.34
Female,59,Food & Beverage,4,20.92
Male,47,Technology,1,1050
Male,49,Clothing,1,300.08
Female,19,Shoes,1,600.17
Female,27,Toys,1,35.84
Female,30,Books,5,75.75
Male,54,Shoes,1,600.17
Female,33,Clothing,1,300.08
Male,18,Toys,4,143.36
Male,38,Food & Beverage,1,5.23
Female,41,Technology,1,1050
Female,49,Clothing,2,600.16
Female,65,Clothing,5,1500.4
Female,67,Clothing,2,600.16
Female,41,Food & Beverage,4,20.92
Male,29,Cosmetics,1,40.66
Male,33,Toys,2,71.68
Female,52,Cosmetics,5,203.3
Male,31,Food & Beverage,4,20.92
Female,46,Books,3,45.45
Male,20,Clothing,3,900.24
Female,35,Cosmetics,2,81.32
Female,27,Clothing,5,1500.4
Female,29,Toys,2,71.68
Female,40,Clothing,4,1200.32
Male,32,Clothing,2,600.16
Female,66,Cosmetics,5,203.3
Male,56,Clothing,3,900.24
Female,67,Food & Beverage,5,26.15
Male,44,Clothing,5,1500.4
Female,53,Cosmetics,1,40.66
Male,36,Clothing,1,300.08
Male,41,Shoes,4,2400.68
Female,62,Books,3,45.45
Male,29,Toys,4,143.36
Female,24,Souvenir,3,35.19
Female,67,Cosmetics,3,121.98
Male,65,Clothing,5,1500.4
Male,68,Souvenir,5,58.65
Male,24,Clothing,2,600.16
Male,57,Food & Beverage,4,20.92
Male,52,Clothing,5,1500.4
Female,63,Clothing,3,900.24
Male,56,Clothing,5,1500.4
Male,39,Clothing,1,300.08
Female,62,Food & Beverage,5,26.15
Male,32,Cosmetics,1,40.66
Female,68,Clothing,2,600.16
Female,50,Cosmetics,3,121.98
Male,27,Cosmetics,1,40.66
Female,36,Clothing,3,900.24
Female,62,Food & Beverage,3,15.69
Male,26,Souvenir,1,11.73
Female,19,Cosmetics,5,203.3
Female,54,Clothing,4,1200.32
Male,34,Souvenir,3,35.19
Female,42,Technology,2,2100
Female,56,Clothing,1,300.08
Male,59,Clothing,5,1500.4
Male,25,Clothing,1,300.08
Female,22,Shoes,2,1200.34
Female,29,Books,5,75.75
Female,38,Cosmetics,4,162.64
Female,42,Clothing,2,600.16
Female,19,Cosmetics,1,40.66
Female,63,Shoes,2,1200.34
Male,39,Food & Beverage,5,26.15
Female,66,Shoes,4,2400.68
Male,19,Toys,1,35.84
Male,36,Technology,4,4200
Male,52,Clothing,5,1500.4
Male,25,Clothing,4,1200.32
Female,31,Clothing,5,1500.4
Female,50,Clothing,3,900.24
Male,50,Food & Beverage,3,15.69
Female,54,Cosmetics,2,81.32
Male,41,Clothing,2,600.16
Male,27,Clothing,3,900.24
Male,41,Clothing,1,300.08
Male,58,Clothing,3,900.24
Female,27,Toys,3,107.52
Male,21,Technology,5,5250
Female,43,Clothing,2,600.16
Male,40,Cosmetics,3,121.98
Female,29,Cosmetics,2,81.32
Female,55,Clothing,2,600.16
Male,19,Clothing,3,900.24
Female,66,Food & Beverage,2,10.46
Female,60,Clothing,4,1200.32
Male,22,Cosmetics,3,121.98
Female,19,Clothing,4,1200.32
Male,55,Toys,4,143.36
Female,22,Cosmetics,3,121.98
Male,58,Clothing,1,300.08
Female,69,Books,3,45.45
Male,25,Shoes,3,1800.51
Female,29,Clothing,3,900.24
Female,46,Souvenir,3,35.19
Female,22,Souvenir,2,23.46
Female,55,Clothing,2,600.16
Male,21,Technology,3,3150
Female,61,Food & Beverage,4,20.92
Male,68,Shoes,5,3000.85
Female,53,Cosmetics,1,40.66
Female,39,Clothing,1,300.08
Female,69,Toys,4,143.36
Male,61,Food & Beverage,4,20.92
Female,68,Shoes,1,600.17
Male,53,Books,3,45.45
Female,60,Clothing,3,900.24
Male,41,Souvenir,5,58.65
Female,29,Clothing,1,300.08
Female,65,Clothing,4,1200.32
Male,35,Clothing,2,600.16
Male,58,Shoes,5,3000.85
Male,69,Cosmetics,5,203.3
Female,63,Toys,1,35.84
Female,33,Clothing,2,600.16
Male,32,Food & Beverage,3,15.69
Male,68,Technology,5,5250
Male,54,Clothing,3,900.24
Male,31,Cosmetics,3,121.98
Female,43,Shoes,2,1200.34
Female,42,Toys,4,143.36
Male,51,Clothing,2,600.16
Male,32,Clothing,3,900.24
Male,18,Toys,2,71.68
Female,56,Clothing,4,1200.32
Male,59,Clothing,4,1200.32
Male,40,Souvenir,5,58.65
Male,65,Toys,4,143.36
Male,48,Shoes,2,1200.34
Male,63,Clothing,3,900.24
Female,52,Food & Beverage,1,5.23
Female,30,Toys,5,179.2
Male,31,Shoes,4,2400.68
Female,66,Cosmetics,4,162.64
Female,64,Cosmetics,3,121.98
Male,49,Books,1,15.15
Male,56,Clothing,2,600.16
Female,24,Clothing,5,1500.4
Male,28,Shoes,4,2400.68
Female,35,Toys,2,71.68
Female,64,Clothing,3,900.24
Male,25,Toys,3,107.52
Female,68,Books,1,15.15
Male,25,Technology,5,5250
Male,22,Shoes,3,1800.51
Female,35,Souvenir,2,23.46
Male,42,Food & Beverage,5,26.15
Male,51,Clothing,2,600.16
Female,37,Clothing,5,1500.4
Female,35,Clothing,1,300.08
Female,67,Cosmetics,4,162.64
